7.098465358578385231e-01 4.532534149692298703e-02 -9.843084282620629955e-01
6.952270053227416202e-01 8.092434963387611785e-04 -1.037325083740296972e+00
7.396812389418873090e-01 1.647886746498770580e-02 -9.630106535857543282e-01
6.970800761525151046e-01 9.580684591144625339e-02 -1.062820226158558867e+00
6.844330109487846148e-01 9.378088495170419647e-02 -9.856950869769260937e-01
7.934226578944285624e-01 4.244568805584010562e-02 -9.269627845195647087e-01
7.238834581263735579e-01 4.246467356916218405e-02 -9.424455597669761930e-01
6.270862284656776309e-01 1.432609856308415253e-01 -9.645988026156776529e-01
7.412572274234459080e-01 9.045725363310774814e-02 -9.185232158797310698e-01
6.265044794804868200e-01 1.263934451400959280e-01 -9.279351725833288045e-01
6.153816484099370321e-01 1.480152691993150693e-01 -9.403741817562601968e-01
7.019800170096700542e-01 1.033133808068663617e-01 -9.447128407326633726e-01
7.419868717575266448e-01 7.569030670834916985e-02 -9.388679028500181989e-01
5.460433839279995594e-01 1.392611065951709914e-01 -9.515975804969233343e-01
6.337292439836523794e-01 2.082033621429354997e-01 -9.361346887769742553e-01
5.572276401762125131e-01 1.853673738249058678e-01 -9.792175841200951858e-01
5.755506230537048573e-01 2.125322772818545314e-01 -9.577547893045058602e-01
4.796180926836428049e-01 1.862662447690665302e-01 -8.879060761564102622e-01
6.040828828433814079e-01 2.065918185620392034e-01 -9.304500254279960414e-01
5.415718523065278234e-01 2.699856398672291213e-01 -9.383231417298940613e-01
4.767062417768846982e-01 2.392560286225527411e-01 -9.134667169322190361e-01
5.195452686944674880e-01 2.416071629959399836e-01 -8.951647117413958910e-01
5.335282149228774973e-01 2.788519698929751156e-01 -9.261920468613900059e-01
4.026154288917319080e-01 3.367342933138010586e-01 -9.342017503482406005e-01
3.660901701724968427e-01 2.876617596678780475e-01 -8.808353467634207901e-01
3.642944385396128526e-01 3.081777212697328627e-01 -9.051292404031591188e-01
3.548371711856175836e-01 2.928392423123297728e-01 -8.165159432041801946e-01
3.814491330723803753e-01 2.317254773562012482e-01 -8.552273855598958585e-01
3.544116942647982382e-01 2.486656545610723412e-01 -8.277296846693620314e-01
2.837661318535353305e-01 3.620343996008339449e-01 -8.554796905491905967e-01
2.729886762712298576e-01 3.550018777453153862e-01 -8.721955938422883969e-01
3.116207811314627429e-01 3.391468084873153210e-01 -8.867770620985900853e-01
2.374206214303550277e-01 3.619123625804652744e-01 -7.511229093445100924e-01
2.220592729289566636e-01 4.221003339859025760e-01 -8.941676256009920554e-01
1.909033092632871909e-01 4.218942881270976164e-01 -7.993609204572640348e-01
2.199163099037132751e-01 4.270772578428615462e-01 -7.512831969151435585e-01
2.081760559128040255e-01 4.606190703244771312e-01 -8.136937383178409755e-01
4.244033328466857713e-02 4.502019016028154241e-01 -7.881727395676434433e-01
5.204526115617462423e-02 3.475873410200042146e-01 -8.629327177592652776e-01
1.210257716481033391e-01 3.916356602875784021e-01 -9.087916984642343543e-01
2.697675946976447678e-02 4.419380133991259729e-01 -7.923181289595837562e-01
6.957647454066510917e-02 4.153120127997840805e-01 -8.057737508647740965e-01
-5.319955830513538320e-02 3.926335643533207520e-01 -8.411740273939199986e-01
-3.016096927439951628e-02 4.651723610501182771e-01 -8.283920985659426472e-01
-5.479014874756601289e-02 4.570040032705887656e-01 -7.823714800119163648e-01
-1.074464344584366710e-01 4.391949049431747021e-01 -7.904689769238543162e-01
-8.776861280271058829e-02 4.798679147106246767e-01 -8.609633326828169952e-01
-3.347818261756967118e-02 4.852504028282369486e-01 -8.132192220828561302e-01
-1.545851561911543715e-01 4.324362215442621449e-01 -7.953098919430016123e-01
-1.875715952688164767e-01 4.477244641465880082e-01 -7.648019130890471029e-01
-2.918908490897200170e-01 4.294598310352348847e-01 -7.651555124917992501e-01
-3.008352343480225066e-01 5.046933419968432366e-01 -8.416394154380117953e-01
-1.993397846627115166e-01 3.927364960843383601e-01 -7.721611959352522314e-01
-3.088406982878109108e-01 4.782530030176939118e-01 -8.009388310913181375e-01
-3.077115506163988212e-01 4.593518247423381551e-01 -7.974712913754614663e-01
-3.169539208764177163e-01 4.816773746049749505e-01 -6.957150574220507533e-01
-3.666419504942825536e-01 5.078248344272617842e-01 -7.476956722794432242e-01
-3.483782273589068335e-01 3.755548497918239081e-01 -7.945946635824664428e-01
-5.593519098387161881e-01 5.420999842797862289e-01 -7.162060799108009856e-01
-3.887297399459098135e-01 5.100953626988519174e-01 -6.960432143586195997e-01
-4.719733635106344583e-01 4.686115601954502496e-01 -7.884518423306481338e-01
-5.020916201873110163e-01 4.672717501909965931e-01 -7.811337709043643107e-01
-4.876478035688745494e-01 4.919529928627704995e-01 -7.613424451767839551e-01
-5.081842837399037638e-01 5.528670064079402868e-01 -7.161159908513849981e-01
-5.040705205829543178e-01 5.169324653084618193e-01 -7.111876903192916322e-01
-5.698375299459030874e-01 5.388398298135906872e-01 -7.169819043082727994e-01
-5.990790017520065680e-01 5.228637323974993922e-01 -7.237739198908779148e-01
-5.404681386407718113e-01 5.127784893028939361e-01 -7.840492095339730572e-01
-6.065416651324887498e-01 4.958455897807959034e-01 -7.538209586529520667e-01
-6.081928671449883250e-01 5.335669140683090284e-01 -7.224040646956567668e-01
-5.832077841118961103e-01 5.395786283308674491e-01 -7.033173494181385044e-01
-5.784528854907267092e-01 4.961222042050179581e-01 -7.486945281349584036e-01
-6.374874876900539222e-01 4.806829529250717936e-01 -6.609027313270851023e-01
-6.235293820688594391e-01 4.846715973177993519e-01 -7.940315990469619667e-01
-6.530859034544582720e-01 4.836563356524036794e-01 -6.777283294654160573e-01
-6.490056295047926804e-01 5.208322365632479523e-01 -6.475053200831093481e-01
-6.998576157765371564e-01 4.831636991242797552e-01 -6.958875494431205899e-01
-6.815364495805026346e-01 4.667231071078851157e-01 -5.817597913390779585e-01
-6.780591471762333899e-01 4.571183833981782851e-01 -6.683418463532753151e-01
-7.145133485841619336e-01 5.091520010261165741e-01 -6.829408482704406591e-01
-7.459862029386290505e-01 3.810871546515264274e-01 -7.270751113750305583e-01
-6.700747321833688819e-01 4.798776263877900794e-01 -5.910123382022614003e-01
-7.148273782345634375e-01 5.007178913417852373e-01 -7.073092287567648295e-01
-6.472188960908655808e-01 4.017528544889561459e-01 -6.967712416082425531e-01
-6.547240622308436730e-01 4.346715201607688206e-01 -6.051847424898693095e-01
-7.342165824346855718e-01 4.528914570725812716e-01 -6.751335921798887751e-01
-7.047021856487257763e-01 4.581886298723074624e-01 -6.304225071985307682e-01
-7.134706043802379050e-01 3.500288088835214473e-01 -5.358509370779234171e-01
-6.802833180614539232e-01 4.386098216689344187e-01 -6.178866548371783063e-01
-6.987514596972083103e-01 4.040601431900840979e-01 -6.225453490826963199e-01
